cont,providername,providerid,region,period,usagecategory,product,productdetail,cost,tag:user:name
1747,cropwise-databus-prod,5.69741E+11,us-east-2,202211,DataProcessing-Bytes,CloudWatch,CloudWatch,0.027973314,prod-ingestor-cnh
1748,cropwise-databus-prod,5.69741E+11,us-east-2,202304,DataProcessing-Bytes,CloudWatch,CloudWatch,0.012621044,prod-ingestor-cnh
1749,cropwise-databus-prod,5.69741E+11,us-east-2,202302,DataProcessing-Bytes,CloudWatch,CloudWatch,0.002467126,prod-ingestor-veris
1750,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Data Transfer - Internet (In),RDS: All,Data Transfer,0,prod-rds-cropwise-observations
1751,cropwise-databus-prod,5.69741E+11,us-east-2,202201,ApiGatewayRequest,API Gateway,API Gateway,1.1442375,prod-valet
1752,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Event-64K-Chunks,CloudWatch Events,CloudWatch Events,0.000322,
1753,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202201,FreeEventsRecorded,CloudTrail,CloudTrail,0,
1754,cropwise-databus-prod,5.69741E+11,ap-northeast-2,202203,FreeEventsRecorded,CloudTrail,CloudTrail,0,
1755,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Compute,Lambda: All,Lambda: All,4.874088073,prod-ingestor-cnh
1756,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Requests,Lambda: All,Lambda: All,0.0023128,prod-ingestor-cnh
1757,cropwise-databus-prod,5.69741E+11,us-east-1,202202,FreeEventsRecorded,CloudTrail,CloudTrail,0,
1758,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Lambda-Provisioned-Concurrency,Lambda: All,Lambda: All,2160.192897,prod-valet-observations
1759,cropwise-databus-prod,5.69741E+11,us-east-2,202201,Catalog-Request,Glue,Glue,0,
1760,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Compute,Lambda: All,Lambda: All,1.832886522,prod-ingestor-cnh
1761,cropwise-databus-prod,5.69741E+11,us-east-2,202304,CW:Requests,CloudWatch,CloudWatch,0.18446,
1762,cropwise-databus-prod,5.69741E+11,us-east-2,202303,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.001572332,prod-ingestor-pessl
1763,cropwise-databus-prod,5.69741E+11,us-east-2,202206,DataProcessing-Bytes,CloudWatch,CloudWatch,0.057320776,prod-ingestor-cnh
1764,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Data Transfer - Internet (Out),EC2: All,Data Transfer,0.0004446,
1765,cropwise-databus-prod,5.69741E+11,Europe,202211,Requests,CloudFront: CDN,CloudFront: CDN,0,
1766,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Compute,Lambda: All,Lambda: All,1.348309496,prod-ingestor-cnh
1767,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Aurora:StorageIOUsage,RDS: All,RDS: Storage,0.3404534,
1768,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Data Transfer - Region to Region (Out),S3,Data Transfer,0.002340838,prod-ingestor
1769,cropwise-databus-prod,5.69741E+11,ap-northeast-3,202204,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
1770,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Requests,Lambda: All,Lambda: All,0.2837624,prod-ingestor-john-deere
1771,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - Internet (In),EC2: All,Data Transfer,0,prod-cropwise-observations-cfstack
1772,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Storage,S3,S3,0.087281268,prod-valet-observations
1773,cropwise-databus-prod,5.69741E+11,United States,202302,CloudFront Internet,CloudFront: CDN,CloudFront: CDN,0,
1774,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Read Capacity Units,DynamoDB,DynamoDB,9.25E-06,prod-valet-cost-metering
1775,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Compute,Lambda: All,Lambda: All,60.60219095,prod-ingestor-cropwise
1776,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Storage,S3,S3,0.611764387,prod-valet
1777,cropwise-databus-prod,5.69741E+11,ap-south-1,202204,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
1778,cropwise-databus-prod,5.69741E+11,us-east-1,202209,Requests,S3,S3,9.20E-06,prod-ingestor-trapview
1779,cropwise-databus-prod,5.69741E+11,ca-central-1,202206,InsightsEvents,CloudTrail,CloudTrail,0.0024255,
1780,cropwise-databus-prod,5.69741E+11,us-east-2,202210,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.000630688,prod-api-auth
1781,cropwise-databus-prod,5.69741E+11,us-east-1,202212,InsightsEvents,CloudTrail,CloudTrail,0.001057,
1782,cropwise-databus-prod,5.69741E+11,us-east-2,202203,Storage,S3,S3,116.07172,prod-ingestor
1783,cropwise-databus-prod,5.69741E+11,us-east-2,202204,VpcEndpoint-Bytes,VPC,VPC,41.01383229,
1784,cropwise-databus-prod,5.69741E+11,ap-northeast-2,202207,InsightsEvents,CloudTrail,CloudTrail,0.0024395,
1785,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - Region to Region (Out),S3,Data Transfer,7.52E-08,prod-ingestor-pessl
1786,cropwise-databus-prod,5.69741E+11,us-east-2,202303,DeliveryAttempts-SQS,SNS: Notifications,SNS: Notifications,0,prod-scheduled-tasks
1787,cropwise-databus-prod,5.69741E+11,Europe,202202,CloudFront Internet,CloudFront: CDN,CloudFront: CDN,0,
1788,cropwise-databus-prod,5.69741E+11,eu-north-1,202210,PaidEventsRecorded,CloudTrail,CloudTrail,0.00318,
1789,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Storage,S3,S3,0.129851107,prod-cropwise-observations
1790,cropwise-databus-prod,5.69741E+11,eu-west-3,202206,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
1791,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Requests-Tier1,SNS: Notifications,SNS: Notifications,3.55E-05,prod-valet
1792,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Data Transfer - Region to Region (Out),S3,Data Transfer,7.52E-08,prod-ingestor-sencrop
1793,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Storage,S3,S3,1.122938581,prod-ingestor-arable
1794,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - Internet (Out),API Gateway,Data Transfer,3.66E-05,prod-isoxml-prescription-converter
1795,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-valet
1796,cropwise-databus-prod,5.69741E+11,us-east-2,202212,DataProcessing-Bytes,CloudWatch,CloudWatch,6.89E-05,prod-isoxml-prescription-converter
1797,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Storage,S3,S3,0.116329954,prod-valet
1798,cropwise-databus-prod,5.69741E+11,us-east-2,202306,DataProcessing-Bytes,CloudWatch,CloudWatch,0.371140504,prod-valet
1799,cropwise-databus-prod,5.69741E+11,eu-central-1,202306,FreeEventsRecorded,CloudTrail,CloudTrail,0,
1800,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - CloudFront - Out,S3,Data Transfer,0,
1801,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Inter AZ (In),EC2: All,Data Transfer,11.72254072,prod-cropwise-observations-cfstack
1802,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Internet (Out),Elastic Search,Data Transfer,0.007851791,prod-valet
1803,cropwise-databus-prod,5.69741E+11,us-east-2,202306,us-east-2-KMS-Keys,Key Management,Key Management,0.65694445,prod-valet
1804,cropwise-databus-prod,5.69741E+11,us-east-1,202306,Requests,S3,S3,3.36E-05,prod-valet
1805,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Read Capacity Units,DynamoDB,DynamoDB,0.00112625,prod-valet-configurations
1806,cropwise-databus-prod,5.69741E+11,us-east-2,202306,DataProcessing-Bytes,CloudWatch,CloudWatch,2.751112486,prod-api-auth
1807,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Read Capacity Units,DynamoDB,DynamoDB,1.25E-05,prod-valet-cost-metering
1808,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Internet (Out),S3,Data Transfer,1.356662202,prod-ingestor
1809,cropwise-databus-prod,5.69741E+11,us-east-1,202305,Data Transfer - Region to Region (Out),S3,Data Transfer,8.63E-06,prod-cropwise-observations
1810,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Read Capacity Units,DynamoDB,DynamoDB,1.90E-05,prod-valet-cost-metering
1811,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Storage,S3,S3,1.871815023,prod-ingestor-pessl
1812,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Data Transfer - Region to Region (Out),S3,Data Transfer,7.32E-08,prod-infra-efs
1813,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Internet (Out),S3,Data Transfer,2.85E-07,prod-ingestor-veris
1814,cropwise-databus-prod,5.69741E+11,us-east-1,202209,Requests,S3,S3,9.20E-06,prod-ingestor-groguru
1815,cropwise-databus-prod,5.69741E+11,ap-northeast-3,202206,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
1816,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - Region to Region (Out),S3,Data Transfer,6.27E-08,prod-valet-observations
1817,cropwise-databus-prod,5.69741E+11,us-east-2,202304,TagStorage-TagHrs,S3,S3,23.7157318,prod-ingestor-trapview
1818,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Storage,S3,S3,0.587407008,prod-ingestor-veris
1819,cropwise-databus-prod,5.69741E+11,us-east-2,202209,CW:Requests,CloudWatch,CloudWatch,3.00E-05,
1820,cropwise-databus-prod,5.69741E+11,us-east-2,202303,TagStorage-TagHrs,S3,S3,6.243367484,prod-ingestor-arable
1821,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Requests,Lambda: All,Lambda: All,4.00E-06,prod-cropwise-observations-create-kafka-topics
1822,cropwise-databus-prod,5.69741E+11,us-east-2,202302,TagStorage-TagHrs,Taxes,Taxes,0,
1823,cropwise-databus-prod,5.69741E+11,ap-northeast-2,202206,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
1824,cropwise-databus-prod,5.69741E+11,us-east-2,202305,TimedStorage-ByteHrs,CloudWatch,CloudWatch,2.14E-07,prod-ingestor-agfiniti
1825,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Region to Region (Out),S3,Data Transfer,5.33E-08,prod-ingestor-trapview
1826,cropwise-databus-prod,5.69741E+11,us-east-2,202201,Requests,S3,S3,5.60E-06,prod-infra-efs
1827,cropwise-databus-prod,5.69741E+11,ap-south-1,202206,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
1828,cropwise-databus-prod,5.69741E+11,us-east-2,202303,EBS:VolumeUsage.gp2,Taxes,Taxes,0,
1829,cropwise-databus-prod,5.69741E+11,us-east-2,202306,TagStorage-TagHrs,S3,S3,16.43049493,prod-ingestor-trapview
1830,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Requests,Lambda: All,Lambda: All,5.00E-06,prod-valet-cost-metering
1831,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Storage,S3,S3,0.902454047,prod-ingestor-arable
1832,cropwise-databus-prod,5.69741E+11,us-east-1,202208,Requests,S3,S3,1.04E-05,prod-valet-observations
1833,cropwise-databus-prod,5.69741E+11,us-east-1,202301,Requests-Tier1,Taxes,Taxes,0,
1834,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-cropwise-observations-cfstack
1835,cropwise-databus-prod,5.69741E+11,eu-west-1,202207,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
1836,cropwise-databus-prod,5.69741E+11,us-east-1,202303,DashboardsUsageHour,Taxes,Taxes,0,
1837,cropwise-databus-prod,5.69741E+11,us-east-2,202304,PaidS3DataEventsAnalyzed,Taxes,Taxes,0,
1838,cropwise-databus-prod,5.69741E+11,us-east-1,202212,Requests,S3,S3,1.00E-05,prod-scheduled-tasks
1839,cropwise-databus-prod,5.69741E+11,us-east-2,202304,TimedStorage-GIR-ByteHrs,Taxes,Taxes,0,
1840,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Data Transfer - Internet (Out),S3,Data Transfer,0.020901467,prod-valet
1841,cropwise-databus-prod,5.69741E+11,sa-east-1,202206,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
1842,cropwise-databus-prod,5.69741E+11,ap-northeast-3,202205,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
1843,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Compute,Lambda: All,Lambda: All,0.001335769,prod-isoxml-prescription-converter
1844,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Requests-Tier1,SNS: Notifications,SNS: Notifications,1.00E-06,
1845,cropwise-databus-prod,5.69741E+11,us-east-2,202302,ReadRequestUnits,Taxes,Taxes,0,
1846,cropwise-databus-prod,5.69741E+11,us-east-2,202201,Write Capacity Units,DynamoDB,DynamoDB,0.15042875,prod-valet
1847,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Data Transfer - Internet (Out),S3,Data Transfer,0.004023938,prod-scheduled-tasks
1848,cropwise-databus-prod,5.69741E+11,us-east-1,202212,Requests,S3,S3,1.00E-05,prod-ingestor-pessl
1849,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - Region to Region (Out),S3,Data Transfer,8.33E-08,prod-valet-observations
1850,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Region to Region (Out),S3,Data Transfer,1.60E-07,prod-valet
1851,cropwise-databus-prod,5.69741E+11,sa-east-1,202210,InsightsEvents,CloudTrail,CloudTrail,0.0002205,
1852,cropwise-databus-prod,5.69741E+11,ap-northeast-2,202206,InsightsEvents,CloudTrail,CloudTrail,0.0028315,
1853,cropwise-databus-prod,5.69741E+11,ca-central-1,202205,InsightsEvents,CloudTrail,CloudTrail,0.0006755,
1854,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Data Transfer - Region to Region (Out),S3,Data Transfer,7.25E-08,prod-ingestor-groguru
1855,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - Region to Region (Out),S3,Data Transfer,8.35E-08,prod-ingestor-sencrop
1856,cropwise-databus-prod,5.69741E+11,us-east-1,202207,Data Transfer - Region to Region (Out),S3,Data Transfer,2.95E-05,prod-ingestor
1857,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Storage,S3,S3,3.198282109,prod-ingestor-sencrop
1858,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Requests-Tier1,SQS: Messaging,SQS: Messaging,0.0724712,prod-valet-configurations
1859,cropwise-databus-prod,5.69741E+11,us-east-2,202306,DataProcessing-Bytes,CloudWatch,CloudWatch,2.528008924,prod-ingestor-arable
1860,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Internet (Out),API Gateway,Data Transfer,0.349967412,prod-valet-observations
1861,cropwise-databus-prod,5.69741E+11,us-east-2,202306,DeliveryAttempts-SQS,SNS: Notifications,SNS: Notifications,0,prod-ingestor
1862,cropwise-databus-prod,5.69741E+11,ap-northeast-1,202306,CW:Requests,CloudWatch,CloudWatch,0,
1863,cropwise-databus-prod,5.69741E+11,us-east-2,202306,AWSSecretsManager-Secrets,Secrets Manager,Secrets Manager,0.260555576,
1864,cropwise-databus-prod,5.69741E+11,eu-central-1,202306,CW:Requests,Taxes,Taxes,0,
1865,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Compute,Lambda: All,Lambda: All,0.083955631,prod-ingestor-agfiniti
1866,cropwise-databus-prod,5.69741E+11,us-east-2,202202,DataScanned-Bytes,CloudWatch,CloudWatch,0.038064432,prod-ingestor-pessl
1867,cropwise-databus-prod,5.69741E+11,eu-west-3,202207,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
1868,cropwise-databus-prod,5.69741E+11,us-east-1,202206,Requests,S3,S3,1.12E-05,prod-valet-observations
1869,cropwise-databus-prod,5.69741E+11,Canada,202205,CloudFront Internet,CloudFront: CDN,CloudFront: CDN,0,
1870,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Compute,Lambda: All,Lambda: All,0.480583295,prod-valet-analytics
1871,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Storage,S3,S3,2.728005362,prod-ingestor-pessl
1872,cropwise-databus-prod,5.69741E+11,us-east-2,202302,us-east-2-KMS-Requests,Key Management,Key Management,0.000948,
1873,cropwise-databus-prod,5.69741E+11,United States,202209,CloudFront to Origin,CloudFront: CDN,CloudFront: CDN,1.11E-06,
1874,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Internet (Out),S3,Data Transfer,0.113259689,prod-valet
1875,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - Region to Region (In),RDS: All,Data Transfer,0,prod-rds-cropwise-observations
1876,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Requests,S3,S3,0.0001726,prod-infra-efs
1877,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Spot:m6a.2xlarge,EC2: All,EC2: Spot,1.465643541,
1878,cropwise-databus-prod,5.69741E+11,us-east-2,202203,Data Transfer - Internet (Out),DynamoDB,Data Transfer,3.52E-05,
1879,cropwise-databus-prod,5.69741E+11,us-east-2,202302,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.004146997,prod-api-auth
1880,cropwise-databus-prod,5.69741E+11,us-east-1,202203,Requests,S3,S3,1.08E-05,prod-infra-efs
1881,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Storage,S3,S3,1.705960116,prod-ingestor-pessl
1882,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Region to Region (Out),S3,Data Transfer,6.04E-08,prod-ingestor-sencrop
1883,cropwise-databus-prod,5.69741E+11,us-east-2,202212,NatGateway-Bytes,Taxes,Taxes,0,
1884,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Storage,S3,S3,0.305681312,prod-ingestor-trapview
1885,cropwise-databus-prod,5.69741E+11,us-east-2,202302,TimedStorage-ByteHrs,CloudWatch,CloudWatch,5.47E-08,prod-isoxml-prescription-converter
1886,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - Region to Region (Out),S3,Data Transfer,5.58E-08,prod-ingestor-sencrop
1887,cropwise-databus-prod,5.69741E+11,ap-northeast-1,202203,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
1888,cropwise-databus-prod,5.69741E+11,us-east-1,202207,Requests,S3,S3,9.20E-06,prod-ingestor-arable
1889,cropwise-databus-prod,5.69741E+11,ap-northeast-2,202205,Data Transfer - Internet (In),DynamoDB,Data Transfer,0,
1890,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - Internet (In),S3,Data Transfer,0,prod-ingestor
1891,cropwise-databus-prod,5.69741E+11,us-east-1,202209,Requests,S3,S3,9.20E-06,prod-ingestor-pessl
1892,cropwise-databus-prod,5.69741E+11,ca-central-1,202207,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
1893,cropwise-databus-prod,5.69741E+11,us-east-2,202302,On Demand:m6a.2xlarge,EC2: All,EC2: All,1.766016,
1894,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Write Capacity Units,DynamoDB,DynamoDB,0.000475,prod-api-auth
1895,cropwise-databus-prod,5.69741E+11,us-east-2,202302,ES:GP2-Storage,Taxes,Taxes,0,
1896,cropwise-databus-prod,5.69741E+11,us-east-2,202301,WarmStorage-ByteHrs-EFS,Taxes,Taxes,0,
1897,cropwise-databus-prod,5.69741E+11,us-east-2,202211,DataProcessing-Bytes,Taxes,Taxes,0,
1898,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-valet
1899,cropwise-databus-prod,5.69741E+11,us-west-2,202203,CW:Requests,CloudWatch,CloudWatch,1.00E-05,
1900,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - Internet (Out),DynamoDB,Data Transfer,6.10E-07,
1901,cropwise-databus-prod,5.69741E+11,us-west-2,202301,CW:Requests,CloudWatch,CloudWatch,1.00E-05,
1902,cropwise-databus-prod,5.69741E+11,us-east-2,202302,AWSSecretsManager-Secrets,Taxes,Taxes,0,
1903,cropwise-databus-prod,5.69741E+11,us-east-1,202211,CW:Requests,CloudWatch,CloudWatch,0,
1904,cropwise-databus-prod,5.69741E+11,us-east-2,202306,DataProcessing-Bytes,Taxes,Taxes,0,
1905,cropwise-databus-prod,5.69741E+11,us-east-2,202301,NatGateway-Hours,Taxes,Taxes,0,
1906,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - Internet (Out),S3,Data Transfer,0.001046815,prod-scheduled-tasks
1907,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Data Transfer - Internet (In),CloudWatch Events,Data Transfer,0,
1908,cropwise-databus-prod,5.69741E+11,us-east-2,202201,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-valet-analytics
1909,cropwise-databus-prod,5.69741E+11,us-east-2,202211,AWSSecretsManager-Secrets,Taxes,Taxes,0,
1910,cropwise-databus-prod,5.69741E+11,us-east-2,202212,ApiGatewayRequest,Taxes,Taxes,0,
1911,cropwise-databus-prod,5.69741E+11,United States,202203,CloudFront to Origin,CloudFront: CDN,CloudFront: CDN,2.60E-09,
1912,cropwise-databus-prod,5.69741E+11,us-east-2,202209,NatGateway-Hours,Taxes,Taxes,0,
1913,cropwise-databus-prod,5.69741E+11,ap-south-1,202209,PaidEventsRecorded,Taxes,Taxes,0,
1914,cropwise-databus-prod,5.69741E+11,[Global],202302,Invalidations,CloudFront: CDN,CloudFront: CDN,0,
1915,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Data Transfer - Internet (Out),S3,Data Transfer,5.83E-07,prod-valet-observations
1916,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - Internet (Out),S3,Data Transfer,0.005701938,prod-valet
1917,cropwise-databus-prod,5.69741E+11,us-east-2,202211,IA-WriteRequestUnits,Taxes,Taxes,0,
1918,cropwise-databus-prod,5.69741E+11,us-east-2,202305,NatGateway-Hours,Taxes,Taxes,0,
1919,cropwise-databus-prod,5.69741E+11,us-east-2,202303,ESInstance:r6g.large,Taxes,Taxes,0,
1920,cropwise-databus-prod,5.69741E+11,us-east-1,202212,Data Transfer - Internet (In),S3,Data Transfer,0,prod-ingestor
1921,cropwise-databus-prod,5.69741E+11,us-west-2,202209,CW:Requests,CloudWatch,CloudWatch,1.00E-05,
1922,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Data Transfer - Internet (In),CloudWatch Events,Data Transfer,0,
1923,cropwise-databus-prod,5.69741E+11,us-east-2,202303,PaidS3DataEventsAnalyzed,Taxes,Taxes,0,
1924,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202305,CW:Requests,Taxes,Taxes,0,
1925,cropwise-databus-prod,5.69741E+11,us-east-2,202305,EBS:VolumeUsage.gp2,Taxes,Taxes,0,
1926,cropwise-databus-prod,5.69741E+11,us-east-2,202212,IATimedStorage-ByteHrs,Taxes,Taxes,0,
1927,cropwise-databus-prod,5.69741E+11,us-east-1,202301,DashboardsUsageHour,Taxes,Taxes,0,
1928,cropwise-databus-prod,5.69741E+11,us-west-2,202212,CW:GMD-Metrics,CloudWatch,CloudWatch,1.00E-05,
1929,cropwise-databus-prod,5.69741E+11,us-east-2,202212,BoxUsage:m6a.2xlarge,Taxes,Taxes,0,
1930,cropwise-databus-prod,5.69741E+11,us-east-2,202305,PaidEventsAnalyzed,Taxes,Taxes,0,
1931,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Requests,Lambda: All,Lambda: All,2.00E-07,
1932,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Kafka.m5.large,Taxes,Taxes,0,
1933,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - Internet (Out),SNS: Notifications,Data Transfer,4.58E-06,prod-valet
1934,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Requests-Tier1,Taxes,Taxes,0,
1935,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - CloudFront - In,EC2: All,Data Transfer,0,prod-valet
1936,cropwise-databus-prod,5.69741E+11,ap-southeast-1,202209,CW:Requests,CloudWatch,CloudWatch,0,
1937,cropwise-databus-prod,5.69741E+11,us-east-1,202209,InsightsEvents,Taxes,Taxes,0,
1938,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Aurora:BackupUsage,Taxes,Taxes,0,
1939,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Catalog-Request,Glue,Glue,0,
1940,cropwise-databus-prod,5.69741E+11,ap-south-1,202212,CW:Requests,CloudWatch,CloudWatch,0,
1941,cropwise-databus-prod,5.69741E+11,us-east-2,202303,WarmStorage-ByteHrs-EFS,Taxes,Taxes,0,
1942,cropwise-databus-prod,5.69741E+11,us-east-2,202209,PaidEventsRecorded,Taxes,Taxes,0,
1943,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Requests,Lambda: All,Lambda: All,2.00E-07,prod-infra-efs
1944,cropwise-databus-prod,5.69741E+11,us-east-2,202302,InsightsEvents,Taxes,Taxes,0,
1945,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Lambda-GB-Second,Taxes,Taxes,0,
1946,cropwise-databus-prod,5.69741E+11,us-east-2,202203,Data Transfer - Internet (Out),SNS: Notifications,Data Transfer,3.25E-07,prod-valet
1947,cropwise-databus-prod,5.69741E+11,us-east-2,202305,VendedLog-Bytes,Taxes,Taxes,0,
1948,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Lambda-GB-Second,Taxes,Taxes,0,
1949,cropwise-databus-prod,5.69741E+11,us-east-2,202212,IA-ReadRequestUnits,Taxes,Taxes,0,
1950,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Spot:c4.large,EC2: All,EC2: Spot,0.000961,
1951,cropwise-databus-prod,5.69741E+11,us-east-2,202302,PaidEventsAnalyzed-Bytes,Taxes,Taxes,0,
1952,cropwise-databus-prod,5.69741E+11,us-east-2,202305,DataProcessing-Bytes,CloudWatch,CloudWatch,350.5977417,
1953,cropwise-databus-prod,5.69741E+11,us-east-2,202302,TimedPITRStorage-ByteHrs,DynamoDB,DynamoDB,115.5561167,prod-valet-observations
1954,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Compute,Lambda: All,Lambda: All,12.97812756,prod-valet-observations
1955,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Data Transfer - CloudFront - In,Lambda: All,Data Transfer,0,
1956,cropwise-databus-prod,5.69741E+11,ap-southeast-1,202305,FreeEventsRecorded,CloudTrail,CloudTrail,0,
1957,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - Region to Region (Out),Elastic Search,Data Transfer,8.61E-05,prod-valet
1958,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Requests-FIFO-Tier1,SQS: Messaging,SQS: Messaging,0.1320655,prod-valet
1959,cropwise-databus-prod,5.69741E+11,us-east-2,202305,ApiGatewayRequest,API Gateway,API Gateway,3.8575565,prod-valet
1960,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - Region to Region (Out),EC2: All,Data Transfer,0.131172813,prod-valet
1961,cropwise-databus-prod,5.69741E+11,us-east-2,202305,PaidEventsRecorded,CloudTrail,CloudTrail,7.84788,
1962,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - Internet (In),RDS: All,Data Transfer,0,prod-rds-cropwise-observations
1963,cropwise-databus-prod,5.69741E+11,us-east-2,202304,ApiGatewayRequest,API Gateway,API Gateway,2.568608,
